product_code,product_name,group_code,group_name,line_name,color,forecast_qty_q2,forecast_revenue_q2,forecast_qty_conservative,forecast_qty_optimistic,avg_unit_price,is_new_sku,missing_master_flag,rank_qty,rank_revenue
218002001000,Xe đạp Thống Nhất GN 06-27 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-27,Đen,110.93499999999999,169792118.92499998,88.74799999999999,133.12199999999999,1530555.0,0,False,120,112
218002003000,Xe đạp Thống Nhất GN 06-27 Đỏ đun,CITYBIKE_P,Xe phổ thông,Xe GN 06-27,Đỏ Đun,24.872099999999996,38068117.015499994,19.897679999999998,29.846519999999998,1530555.0,0,False,142,144
218002007000,Xe đạp Thống Nhất GN 06-27 Coban,CITYBIKE_P,Xe phổ thông,Xe GN 06-27,Coban,93.214,146970234.158,74.5712,111.85679999999999,1576697.0,0,False,125,120
218003001000,Xe đạp Thống Nhất GN 06-27 2.0 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Đen,0.0,0.0,0.0,0.0,1286743.1304347827,0,False,168,185
218003005000,Xe đạp Thống Nhất GN 06-27 2.0 Cam,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Cam,0.0,0.0,0.0,0.0,1270000.0,0,False,168,185
218003008000,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Ghi,0.0,0.0,0.0,0.0,1321918.384375,0,False,168,185
218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Cam,2.7666,3513582.0,2.21328,3.3199199999999998,1270000.0,0,False,164,184
218004008000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Ghi,5.5332,7027164.0,4.42656,6.6398399999999995,1270000.0,0,False,157,170
218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro Shimano,Ghi,0.0,0.0,0.0,0.0,2398500.0,0,False,168,185
218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Unknown color,0.0,0.0,0.0,0.0,1350000.0,0,True,168,185
219002012000,Xe đạp Thống Nhất GN 2.0 700C Ghi,UNKNOWN_GROUP,Unknown group,Unknown line,Ghi,366.2373,622776429.8512597,292.98984,439.48476000000005,1700472.4255319152,1,True,49,47
